ensembl_gene_id	mgi_symbol	gene_biotype	chromosome_name	start_position	end_position
ENSMUSG00000098022	Zfp82	protein_coding	7	29753914	29772325
ENSMUSG00000031728	Zfp821	protein_coding	8	110432178	110451564
ENSMUSG00000071064	Zfp827	protein_coding	8	79755066	79920395
ENSMUSG00000046185	Zfp84	protein_coding	7	29467977	29479246
ENSMUSG00000058192	Zfp846	protein_coding	9	20492587	20516705
ENSMUSG00000096916	Zfp850	protein_coding	7	27684279	27713540
ENSMUSG00000093910	Zfp853	protein_coding	5	143272793	143279378
ENSMUSG00000074405	Zfp865	protein_coding	7	5023375	5039767
ENSMUSG00000043090	Zfp866	protein_coding	8	70213976	70243828
ENSMUSG00000060427	Zfp868	protein_coding	8	70063508	70078199
ENSMUSG00000054648	Zfp869	protein_coding	8	70155306	70169633
ENSMUSG00000074472	Zfp872	protein_coding	9	22099386	22113419
ENSMUSG00000089857	Zfp882	protein_coding	8	72662452	72670198
ENSMUSG00000072623	Zfp9	protein_coding	6	118438911	118456281
ENSMUSG00000031907	Zfp90	protein_coding	8	107141959	107153230
ENSMUSG00000055305	Zfp93	protein_coding	7	23969845	23977219
ENSMUSG00000059897	Zfp930	protein_coding	8	69661690	69683188
ENSMUSG00000066613	Zfp932	protein_coding	5	110144387	110158277
ENSMUSG00000074282	Zfp94	protein_coding	7	24001129	24016091
ENSMUSG00000050855	Zfp940	protein_coding	7	29533045	29553094
ENSMUSG00000060314	Zfp941	protein_coding	7	140387362	140402091
ENSMUSG00000072774	Zfp951	protein_coding	5	104961035	105007936
ENSMUSG00000062116	Zfp954	protein_coding	7	7117689	7124487
ENSMUSG00000045466	Zfp956	protein_coding	6	47930324	47942234
ENSMUSG00000058748	Zfp958	protein_coding	8	4663167	4680231
ENSMUSG00000052446	Zfp961	protein_coding	8	72704882	72747636
ENSMUSG00000092260	Zfp963	protein_coding	8	70194289	70202620
ENSMUSG00000091764	Zfp964	protein_coding	8	70107129	70119632
ENSMUSG00000070709	Zfp974	protein_coding	7	27606817	27628885
ENSMUSG00000069727	Zfp975	protein_coding	7	42309529	42342166
ENSMUSG00000074158	Zfp976	protein_coding	7	42258950	42292012
ENSMUSG00000092335	Zfp977	protein_coding	7	42229207	42241971
ENSMUSG00000049577	Zfpm1	protein_coding	8	123008880	123063990
ENSMUSG00000037224	Zfyve28	protein_coding	5	34352237	34445793
ENSMUSG00000079681	Zglp1	protein_coding	9	20973689	20978389
ENSMUSG00000030393	Zik1	protein_coding	7	10221156	10229321
ENSMUSG00000002266	Zim1	protein_coding	7	6674268	6699449
ENSMUSG00000029729	Zkscan1	protein_coding	5	138083346	138106084
ENSMUSG00000029627	Zkscan14	protein_coding	5	145131756	145138678
ENSMUSG00000030757	Zkscan2	protein_coding	7	123074607	123099672
ENSMUSG00000055991	Zkscan5	protein_coding	5	145141372	145158560
ENSMUSG00000037492	Zmat4	protein_coding	8	24126035	24646601
ENSMUSG00000059518	Znhit1	protein_coding	5	137011018	137016875
ENSMUSG00000033545	Znrf1	protein_coding	8	112262729	112352662
ENSMUSG00000058446	Znrf2	protein_coding	6	54793901	54870485
ENSMUSG00000004948	Zp3	protein_coding	5	136008953	136017478
ENSMUSG00000030967	Zranb1	protein_coding	7	132532871	132588120
ENSMUSG00000070822	Zscan18	protein_coding	7	12502017	12537562
ENSMUSG00000038797	Zscan2	protein_coding	7	80510668	80526285
ENSMUSG00000037017	Zscan21	protein_coding	5	138115165	138132527
ENSMUSG00000054715	Zscan22	protein_coding	7	12631742	12643010
ENSMUSG00000035671	Zswim4	protein_coding	8	84937307	84963684
ENSMUSG00000070814	Zswim9	protein_coding	7	12992894	13012647
ENSMUSG00000034430	Zxdc	protein_coding	6	90346474	90380472
ENSMUSG00000029860	Zyx	protein_coding	6	42326564	42337147
ENSMUSG00000007777	0610009B22Rik	protein_coding	11	51576213	51579701
ENSMUSG00000043644	0610009L18Rik	lncRNA	11	120239504	120242016
ENSMUSG00000020831	0610010K14Rik	protein_coding	11	70126032	70128740
ENSMUSG00000071456	1110002L01Rik	lncRNA	12	3453878	3477011
ENSMUSG00000085972	1110028F11Rik	lncRNA	11	87592222	87596157
ENSMUSG00000037971	1110032A03Rik	protein_coding	9	50674128	50686820
ENSMUSG00000085457	1110046J04Rik	lncRNA	13	34119550	34144164
ENSMUSG00000032551	1110059G10Rik	protein_coding	9	122774154	122780065
ENSMUSG00000111857	1190001M18Rik	lncRNA	11	82865142	82866411
ENSMUSG00000063320	1190007I07Rik	protein_coding	10	82455685	82459062
ENSMUSG00000112545	1300014J16Rik	lncRNA	12	80162637	80163973
ENSMUSG00000033688	1300017J02Rik	protein_coding	9	103127720	103182281
ENSMUSG00000087651	1500009L16Rik	protein_coding	10	83558729	83598626
ENSMUSG00000097383	1500026H17Rik	lncRNA	10	89522233	89536728
ENSMUSG00000021534	1700001L19Rik	protein_coding	13	68745540	68762350
ENSMUSG00000096573	1700009J07Rik	lncRNA	10	77729251	77731948
ENSMUSG00000020617	1700012B07Rik	protein_coding	11	109678477	109718872
ENSMUSG00000111103	1700016J18Rik	lncRNA	10	41894212	41894806
ENSMUSG00000053783	1700016K19Rik	protein_coding	11	75890738	75894395
ENSMUSG00000032300	1700017B05Rik	protein_coding	9	57160400	57169895
ENSMUSG00000038408	1700018A04Rik	lncRNA	13	31749475	31809775
ENSMUSG00000035085	1700020L24Rik	protein_coding	11	83328503	83332059
ENSMUSG00000089827	1700023H06Rik	lncRNA	13	81032343	81033643
ENSMUSG00000043773	1700048O20Rik	lncRNA	9	121766289	121776082
ENSMUSG00000099681	1700052K11Rik	lncRNA	11	105068552	105072259
ENSMUSG00000100211	1700064M15Rik	lncRNA	12	99592312	99594233
ENSMUSG00000113209	1700081N11Rik	lncRNA	12	54909432	54910452
ENSMUSG00000032611	1700102P08Rik	protein_coding	9	108270004	108288133
ENSMUSG00000047129	1700113H08Rik	protein_coding	10	86893909	87066451
ENSMUSG00000078607	1810010H24Rik	protein_coding	11	106916507	106921269
ENSMUSG00000097101	1810034E14Rik	lncRNA	13	64396514	64419666
ENSMUSG00000036027	1810046K07Rik	protein_coding	9	51200986	51240224
ENSMUSG00000085551	1810063I02Rik	lncRNA	11	59812325	59812715
ENSMUSG00000087165	2010001A14Rik	lncRNA	11	57686325	57692243
ENSMUSG00000051606	2010001K21Rik	lncRNA	13	47133384	47164671
ENSMUSG00000044694	2010007H06Rik	lncRNA	9	51189813	51195510
ENSMUSG00000074829	2010315B03Rik	protein_coding	9	124054434	124075326
ENSMUSG00000021550	2210016F16Rik	protein_coding	13	58527631	58533039
ENSMUSG00000113800	2210039B01Rik	lncRNA	12	73595252	73598760
ENSMUSG00000071252	2210408I21Rik	protein_coding	13	77283659	77761903
ENSMUSG00000032403	2300009A05Rik	protein_coding	9	63301729	63306528
ENSMUSG00000020133	2310011J03Rik	protein_coding	10	80154088	80156371
ENSMUSG00000097729	2310015A10Rik	lncRNA	12	80167320	80179618
ENSMUSG00000032062	2310030G06Rik	protein_coding	9	50650991	50657836
ENSMUSG00000020441	2310033P09Rik	protein_coding	11	59099147	59101564
ENSMUSG00000100550	2310039L15Rik	lncRNA	10	95172138	95202064
ENSMUSG00000085379	2310058D17Rik	lncRNA	11	58856574	58868876
ENSMUSG00000085860	2410003L11Rik	lncRNA	11	97489337	97513719
ENSMUSG00000085338	2410004I01Rik	lncRNA	11	102849126	102855213
ENSMUSG00000071398	2410004P03Rik	protein_coding	12	17053320	17061728
ENSMUSG00000086841	2410006H16Rik	lncRNA	11	62493703	62495633
ENSMUSG00000073164	2410018L13Rik	lncRNA	12	23003998	23060285
ENSMUSG00000060301	2610008E11Rik	protein_coding	10	78900208	78933434
ENSMUSG00000087013	2610027K06Rik	lncRNA	11	85682487	85723049
ENSMUSG00000009114	2610028H24Rik	protein_coding	10	76284915	76296944
ENSMUSG00000087259	2610035D17Rik	lncRNA	11	112934721	113092664
ENSMUSG00000085936	2610307P16Rik	lncRNA	13	28644017	29069603
ENSMUSG00000010277	2610507B11Rik	protein_coding	11	78152578	78181449
ENSMUSG00000085882	2610507I01Rik	lncRNA	11	59090662	59093211
ENSMUSG00000034601	2700049A03Rik	protein_coding	12	71183622	71290077
ENSMUSG00000062198	2700097O09Rik	protein_coding	12	55092446	55126895
ENSMUSG00000087497	2810001G20Rik	lncRNA	11	63970310	63974085
ENSMUSG00000020491	2810021J22Rik	protein_coding	11	58758042	58774114
ENSMUSG00000096995	2810029C07Rik	lncRNA	12	111538751	111540836
ENSMUSG00000037735	2810032G03Rik	lncRNA	12	5425870	5466631
ENSMUSG00000018570	2810408A11Rik	protein_coding	11	69788178	69791813
ENSMUSG00000075389	2810410L24Rik	lncRNA	11	120076226	120080678
ENSMUSG00000097709	2810429I04Rik	lncRNA	13	3528230	3551393
ENSMUSG00000086283	2810433D01Rik	lncRNA	11	102510622	102515242
ENSMUSG00000054418	2900041M22Rik	lncRNA	11	117502073	117504683
ENSMUSG00000043993	2900052L18Rik	lncRNA	11	120120628	120122411
ENSMUSG00000085622	3110056K07Rik	lncRNA	12	71038389	71062606
ENSMUSG00000074635	3110070M22Rik	lncRNA	13	119623788	119624920
ENSMUSG00000033731	3300002A11Rik	lncRNA	12	99307413	99328086
ENSMUSG00000071181	3830408C21Rik	lncRNA	13	107159061	107192005
ENSMUSG00000086943	4732414G09Rik	lncRNA	11	72906682	72909667
ENSMUSG00000101517	4732465J04Rik	lncRNA	10	95581939	95633098
ENSMUSG00000086015	4833417C18Rik	lncRNA	11	95749691	95751870
ENSMUSG00000062822	4833420G17Rik	protein_coding	13	119599304	119622656
ENSMUSG00000074782	4833422C13Rik	lncRNA	13	91849784	91889991
ENSMUSG00000097074	4833428L15Rik	lncRNA	9	45327924	45343028
ENSMUSG00000025871	4833439L19Rik	protein_coding	13	54699031	54713248
ENSMUSG00000103103	4833445I07Rik	lncRNA	9	108444732	108446373
ENSMUSG00000020434	4921536K21Rik	protein_coding	11	3836088	3845098
ENSMUSG00000113630	4930404H11Rik	lncRNA	12	71535059	71602907
ENSMUSG00000020234	4930404N11Rik	protein_coding	10	81198901	81201650
ENSMUSG00000051008	4930412M03Rik	lncRNA	11	60003045	60006056
ENSMUSG00000113303	4930423D22Rik	lncRNA	12	81828132	81829805
ENSMUSG00000086918	4930429F24Rik	lncRNA	9	79700923	79710517
ENSMUSG00000046567	4930430F08Rik	protein_coding	10	100408127	100426285
ENSMUSG00000110737	4930444F02Rik	lncRNA	10	18672554	18707678
ENSMUSG00000113591	4930447K03Rik	lncRNA	13	34268138	34297255
ENSMUSG00000097463	4930448E22Rik	lncRNA	9	46237691	46240825
ENSMUSG00000050345	4930486L24Rik	protein_coding	13	60990426	61012289
ENSMUSG00000074039	4930520O04Rik	lncRNA	9	114197371	114206297
ENSMUSG00000112899	4930521O17Rik	lncRNA	10	67798309	67809538
ENSMUSG00000090207	4930524O07Rik	lncRNA	9	106768746	106772381
ENSMUSG00000097890	4930547M16Rik	lncRNA	10	39775325	39783927
ENSMUSG00000005131	4930550C14Rik	protein_coding	9	53313625	53345702
ENSMUSG00000053574	4930563E22Rik	protein_coding	11	72105964	72109270
ENSMUSG00000074146	4930579C12Rik	lncRNA	9	88995164	89059940
ENSMUSG00000051074	4930579K19Rik	lncRNA	9	98444282	98445664
ENSMUSG00000070315	4930581F22Rik	lncRNA	9	35028024	35042218
ENSMUSG00000111342	4933404K13Rik	lncRNA	10	43700196	43709388
ENSMUSG00000097494	4933406C10Rik	lncRNA	12	32969383	33003788
ENSMUSG00000069713	4933406P04Rik	lncRNA	10	20186252	20188040
ENSMUSG00000112627	4933412E12Rik	lncRNA	10	116785662	116799184
ENSMUSG00000045877	4933415A04Rik	lncRNA	11	43477867	43479875
ENSMUSG00000020807	4933427D14Rik	protein_coding	11	72044755	72098285
ENSMUSG00000072893	4933439C10Rik	lncRNA	11	59396488	59404473
ENSMUSG00000096932	5033403F01Rik	lncRNA	13	39144595	39150581
ENSMUSG00000113769	5033406O09Rik	lncRNA	12	111908425	111910918
ENSMUSG00000038152	5033430I15Rik	lncRNA	13	46118729	46119984
ENSMUSG00000052291	5330438D12Rik	lncRNA	10	116344957	116419420
ENSMUSG00000114554	5430425K12Rik	lncRNA	13	81088530	81096716
ENSMUSG00000057181	5730455P16Rik	protein_coding	11	80251318	80268860
ENSMUSG00000073197	5730507C01Rik	protein_coding	12	18564511	18585255
ENSMUSG00000113035	5830428M24Rik	lncRNA	12	69511561	69522324
ENSMUSG00000052658	5830454E08Rik	lncRNA	9	120406397	120407140
ENSMUSG00000046463	5930403N24Rik	lncRNA	10	37015398	37027311
ENSMUSG00000025573	6030468B19Rik	protein_coding	11	117688486	117698127
ENSMUSG00000018451	6330403K07Rik	protein_coding	11	70922767	70924339
ENSMUSG00000097828	6430562O15Rik	lncRNA	13	99533432	99549384
ENSMUSG00000037977	6430571L13Rik	protein_coding	9	107217801	107229621
ENSMUSG00000097375	6720427I07Rik	lncRNA	13	48686381	48699976
ENSMUSG00000072066	6720489N17Rik	protein_coding	13	62750827	62771996
ENSMUSG00000085743	8430419K02Rik	lncRNA	11	18795851	18824309
ENSMUSG00000034587	8430429K09Rik	lncRNA	11	3402365	3429831
ENSMUSG00000045008	9030612E09Rik	lncRNA	10	43050695	43052558
ENSMUSG00000073158	9030624G23Rik	protein_coding	12	24093203	24147247
ENSMUSG00000055134	9130017K11Rik	lncRNA	11	67812330	67838485
ENSMUSG00000097386	9130213A22Rik	lncRNA	11	69010880	69013415
ENSMUSG00000092626	9130230N09Rik	lncRNA	11	22808931	22811264
ENSMUSG00000111761	9230112J17Rik	lncRNA	9	60431250	60453165
ENSMUSG00000097098	9330111N05Rik	lncRNA	13	81111007	81276983
ENSMUSG00000097061	9330151L19Rik	lncRNA	12	69243985	69246641
ENSMUSG00000004360	9330159F19Rik	protein_coding	10	29087602	29106775
ENSMUSG00000097177	9330159M07Rik	lncRNA	9	88722289	88740923
ENSMUSG00000072809	9330160F10Rik	lncRNA	11	68948544	68951309
ENSMUSG00000086448	9330162012Rik	lncRNA	13	25121384	25125400
ENSMUSG00000097073	9430037G07Rik	lncRNA	9	88477378	88481569
ENSMUSG00000097360	9430065F17Rik	lncRNA	13	67701154	67712129
ENSMUSG00000112765	9430078K24Rik	lncRNA	12	79963793	79983038
ENSMUSG00000020177	9530003J23Rik	protein_coding	10	117068142	117074608
ENSMUSG00000112150	9530018F02Rik	lncRNA	12	77282839	77285437
ENSMUSG00000036275	9530068E07Rik	protein_coding	11	52287255	52299555
ENSMUSG00000069893	9930111J21Rik1	protein_coding	11	48836977	48870225
ENSMUSG00000069892	9930111J21Rik2	protein_coding	11	48906701	48942069
ENSMUSG00000097692	A230060F14Rik	lncRNA	10	85856305	85858193
ENSMUSG00000097292	A230107N01Rik	lncRNA	13	84367700	84370294
ENSMUSG00000087466	A330041J22Rik	lncRNA	9	86577513	86583306
ENSMUSG00000097326	A330048O09Rik	lncRNA	13	48425889	48427360
ENSMUSG00000086363	A330102I10Rik	lncRNA	13	29198382	29224319
ENSMUSG00000086851	A430108G06Rik	lncRNA	11	53455515	53458140
ENSMUSG00000114452	A530001N23Rik	lncRNA	13	60631318	60636622
ENSMUSG00000043122	A530016L24Rik	protein_coding	12	112455882	112466361
ENSMUSG00000072847	A530017D24Rik	lncRNA	11	61755394	61758884
ENSMUSG00000090863	A530084C06Rik	protein_coding	13	31740117	31743316
ENSMUSG00000051805	A530095I07Rik	lncRNA	13	69691165	69692142
ENSMUSG00000086395	A630014C17Rik	lncRNA	11	52166882	52177006
ENSMUSG00000086725	A630052C17Rik	lncRNA	11	29120909	29123558
ENSMUSG00000097160	A630072L19Rik	lncRNA	12	100908001	100916134
ENSMUSG00000112639	A730063M14Rik	lncRNA	10	126906244	126910665
ENSMUSG00000086693	A730081D07Rik	lncRNA	13	41109890	41154627
ENSMUSG00000097182	A830009L08Rik	lncRNA	13	91517109	91536204
ENSMUSG00000111329	A830035O19Rik	lncRNA	9	45865399	45867296
ENSMUSG00000087143	A830082K12Rik	lncRNA	13	78346136	78427510
ENSMUSG00000112280	A830082N09Rik	lncRNA	10	33863212	33871051
ENSMUSG00000090622	A930033H14Rik	protein_coding	10	69045592	69048928
ENSMUSG00000109408	A930037H05Rik	lncRNA	11	119339614	119382124
ENSMUSG00000093483	AA465934	lncRNA	11	83182525	83185458
ENSMUSG00000037257	Aagab	protein_coding	9	63509942	63551870
ENSMUSG00000075528	Aarsd1	protein_coding	11	101297665	101308441
ENSMUSG00000018697	Aatf	protein_coding	11	84313681	84404348
ENSMUSG00000025375	Aatk	protein_coding	11	119898139	119937993
ENSMUSG00000018800	Abca5	protein_coding	11	110160195	110228542
ENSMUSG00000044749	Abca6	protein_coding	11	110067646	110142602
ENSMUSG00000035722	Abca7	protein_coding	10	79832328	79851406
ENSMUSG00000041828	Abca8a	protein_coding	11	109916460	109986804
ENSMUSG00000020620	Abca8b	protein_coding	11	109823016	109886671
ENSMUSG00000041797	Abca9	protein_coding	11	109991575	110059022
ENSMUSG00000020865	Abcc3	protein_coding	11	94234121	94283823
ENSMUSG00000021240	Abcd4	protein_coding	12	84648238	84664187
ENSMUSG00000032131	Abcg4	protein_coding	9	44184485	44199912
ENSMUSG00000090121	Abhd12b	protein_coding	12	70200916	70230661
ENSMUSG00000042210	Abhd14a	protein_coding	9	106317250	106324877
ENSMUSG00000042073	Abhd14b	protein_coding	9	106324658	106330122
ENSMUSG00000000686	Abhd15	protein_coding	11	77405947	77429433
ENSMUSG00000003346	Abhd17a	protein_coding	10	80419488	80426175
ENSMUSG00000032540	Abhd5	protein_coding	9	122180673	122210589
ENSMUSG00000025277	Abhd6	protein_coding	14	14413010	14466871
ENSMUSG00000018381	Abi3	protein_coding	11	95720900	95733302
ENSMUSG00000017631	Abr	protein_coding	11	76307560	76514384
ENSMUSG00000078453	Abracl	protein_coding	10	17887008	17899036
ENSMUSG00000036376	Abt1	protein_coding	13	23602531	23608036
ENSMUSG00000036138	Acaa1a	protein_coding	9	119168742	119179365
ENSMUSG00000010651	Acaa1b	protein_coding	9	118977091	118986161
ENSMUSG00000020532	Acaca	protein_coding	11	84020498	84292477
ENSMUSG00000090150	Acad11	protein_coding	9	103940576	104004924
ENSMUSG00000018574	Acadvl	protein_coding	11	69901009	69906237
ENSMUSG00000001588	Acap1	protein_coding	11	69772393	69786365
ENSMUSG00000032047	Acat1	protein_coding	9	53491822	53521682
ENSMUSG00000056938	Acbd4	protein_coding	11	102992508	103003026
ENSMUSG00000020681	Ace	protein_coding	11	105858771	105880790
ENSMUSG00000044534	Ackr2	protein_coding	9	121727421	121740140
ENSMUSG00000079355	Ackr4	protein_coding	9	103961356	104004132
ENSMUSG00000020917	Acly	protein_coding	11	100367179	100418826
ENSMUSG00000072949	Acot1	protein_coding	12	84056264	84065145
ENSMUSG00000006717	Acot13	protein_coding	13	25001931	25015523
ENSMUSG00000021226	Acot2	protein_coding	12	84034635	84040647
ENSMUSG00000052392	Acot4	protein_coding	12	84085153	84095375
ENSMUSG00000043487	Acot6	protein_coding	12	84147428	84158123
ENSMUSG00000020777	Acox1	protein_coding	11	116062714	116089871
ENSMUSG00000021751	Acox2	protein_coding	14	14210420	14244262
ENSMUSG00000044573	Acp1	protein_coding	12	30943325	30961588
ENSMUSG00000032561	Acpp	protein_coding	9	104165450	104214947
ENSMUSG00000032281	Acsbg1	protein_coding	9	54512161	54569154
ENSMUSG00000076435	Acsf2	protein_coding	11	94447928	94492697
ENSMUSG00000020333	Acsl6	protein_coding	11	54194624	54255582
ENSMUSG00000035948	Acss3	protein_coding	10	106769378	106959529
ENSMUSG00000062825	Actg1	protein_coding	11	120236516	120239368
ENSMUSG00000015143	Actn1	protein_coding	12	80214321	80307145
ENSMUSG00000052374	Actn2	protein_coding	13	12284312	12355641
ENSMUSG00000021076	Actr10	protein_coding	12	70984631	71011492
ENSMUSG00000020152	Actr2	protein_coding	11	20012304	20062913
ENSMUSG00000019948	Actr6	protein_coding	10	89547833	89568157
ENSMUSG00000061393	Acvr2b	protein_coding	9	119231184	119264061
ENSMUSG00000023262	Acy1	protein_coding	9	106310180	106315518
ENSMUSG00000008822	Acyp1	protein_coding	12	85319172	85335212
ENSMUSG00000060923	Acyp2	protein_coding	11	30455991	30599587
ENSMUSG00000054693	Adam10	protein_coding	9	70586279	70687511
ENSMUSG00000020926	Adam11	protein_coding	11	102652265	102671088
ENSMUSG00000052593	Adam17	protein_coding	12	21373510	21423633
ENSMUSG00000011256	Adam19	protein_coding	11	45946819	46038170
ENSMUSG00000072972	Adam4	protein_coding	12	81466217	81468720
ENSMUSG00000059901	Adamts14	protein_coding	10	61032891	61109217
ENSMUSG00000033453	Adamts15	protein_coding	9	30810451	30833748
ENSMUSG00000036545	Adamts2	protein_coding	11	50492911	50698400
ENSMUSG00000046169	Adamts6	protein_coding	13	104424343	104633203
ENSMUSG00000032363	Adamts7	protein_coding	9	90045122	90090124
ENSMUSG00000031994	Adamts8	protein_coding	9	30853858	30875134
ENSMUSG00000043822	Adamtsl5	protein_coding	10	80174944	80184246
ENSMUSG00000020709	Adap2	protein_coding	11	80044931	80069784
ENSMUSG00000020262	Adarb1	protein_coding	10	77126560	77254104
ENSMUSG00000019808	Adat2	protein_coding	10	13428638	13439120
ENSMUSG00000021044	Adck1	protein_coding	12	88327324	88428494
ENSMUSG00000020431	Adcy1	protein_coding	11	7013489	7128506
ENSMUSG00000021536	Adcy2	protein_coding	13	68768162	69147660
ENSMUSG00000020654	Adcy3	protein_coding	12	4183103	4263525
ENSMUSG00000050994	Adgb	protein_coding	10	10211447	10348070
ENSMUSG00000039116	Adgrg6	protein_coding	10	14278327	14421403
ENSMUSG00000069170	Adgrv1	protein_coding	13	81243187	81781273
ENSMUSG00000020629	Adi1	protein_coding	12	28725230	28732174
ENSMUSG00000057134	Ado	protein_coding	10	67380341	67384898
ENSMUSG00000020178	Adora2a	protein_coding	10	75152711	75170618
ENSMUSG00000018500	Adora2b	protein_coding	11	62139810	62157279
ENSMUSG00000025236	Adpgk	protein_coding	9	59198841	59231335
ENSMUSG00000020910	Adprm	protein_coding	11	66928731	66943420
ENSMUSG00000050541	Adra1b	protein_coding	11	43665433	43792037
ENSMUSG00000011148	Adssl1	protein_coding	12	112586479	112607794
ENSMUSG00000058022	Adtrp	protein_coding	13	41916624	42001160
ENSMUSG00000020473	Aebp1	protein_coding	11	5811947	5822088
ENSMUSG00000095071	AF067061	protein_coding	13	120724650	120726053
ENSMUSG00000049470	Aff4	protein_coding	11	53241660	53312657
ENSMUSG00000038302	Afg1l	protein_coding	10	42188581	42354561
ENSMUSG00000017718	Afmid	protein_coding	11	117716750	117730734
ENSMUSG00000049659	Aftph	protein_coding	11	20635084	20691589
ENSMUSG00000025422	Agap2	protein_coding	10	126911153	126929038
ENSMUSG00000021681	Aggf1	protein_coding	13	95487191	95511860
ENSMUSG00000050103	Agmo	protein_coding	12	37291640	37632201
ENSMUSG00000001211	Agpat3	protein_coding	10	78105012	78188323
ENSMUSG00000020581	Agr2	protein_coding	12	36042906	36054086
ENSMUSG00000036231	Agr3	protein_coding	12	35975619	35999735
ENSMUSG00000021557	Agtpbp1	protein_coding	13	59593556	59733041
ENSMUSG00000049115	Agtr1a	protein_coding	13	30520424	30566850
ENSMUSG00000019986	Ahi1	protein_coding	10	20828446	20956328
ENSMUSG00000118667	Ahnak2	protein_coding	12	112738628	112766277
ENSMUSG00000019256	Ahr	protein_coding	12	35547973	35585037
ENSMUSG00000021575	Ahrr	protein_coding	13	74359237	74440450
ENSMUSG00000021037	Ahsa1	protein_coding	12	87313253	87320772
ENSMUSG00000020288	Ahsa2	protein_coding	11	23437882	23448030
ENSMUSG00000114780	AI197445	lncRNA	13	107606322	107619218
ENSMUSG00000112388	AI463170	lncRNA	12	76593746	76594717
ENSMUSG00000114828	AI463229	lncRNA	13	37840998	37851710
ENSMUSG00000078307	AI593442	protein_coding	9	52584342	52591080
ENSMUSG00000087107	AI662270	lncRNA	11	83114402	83117430
ENSMUSG00000020085	Aifm2	protein_coding	10	61551042	61575039
ENSMUSG00000019806	Aig1	protein_coding	10	13522798	13744724
ENSMUSG00000040554	Aipl1	protein_coding	11	71918789	71928335
ENSMUSG00000000731	Aire	protein_coding	10	77865856	77879444
ENSMUSG00000078139	AK157302	protein_coding	13	21679393	21681316
ENSMUSG00000078941	Ak6	protein_coding	13	100787487	100802867
ENSMUSG00000041323	Ak7	protein_coding	12	105672235	105748706
ENSMUSG00000091415	Ak9	protein_coding	10	41179976	41310530
ENSMUSG00000018428	Akap1	protein_coding	11	88721618	88755412
ENSMUSG00000047804	Akap10	protein_coding	11	61762133	61821078
ENSMUSG00000038587	Akap12	protein_coding	10	4216380	4309470
ENSMUSG00000021057	Akap5	protein_coding	12	76371665	76380927
ENSMUSG00000061603	Akap6	protein_coding	12	52746166	53202382
ENSMUSG00000039166	Akap7	protein_coding	10	25044988	25183768
ENSMUSG00000021211	Akr1c12	protein_coding	13	4318175	4329432
ENSMUSG00000021213	Akr1c13	protein_coding	13	4241149	4255595
ENSMUSG00000033715	Akr1c14	protein_coding	13	4099011	4140688
ENSMUSG00000021214	Akr1c18	protein_coding	13	4182614	4200653
ENSMUSG00000071551	Akr1c19	protein_coding	13	4278699	4302842
ENSMUSG00000045410	Akr1e1	protein_coding	13	4640749	4659173
ENSMUSG00000001729	Akt1	protein_coding	12	112620255	112641318
ENSMUSG00000032786	Alas1	protein_coding	9	106110654	106125853
ENSMUSG00000013584	Aldh1a2	protein_coding	9	71123071	71203525
ENSMUSG00000020256	Aldh1l2	protein_coding	10	83323314	83370004
ENSMUSG00000019102	Aldh3a1	protein_coding	11	61098363	61109247
ENSMUSG00000010025	Aldh3a2	protein_coding	11	61114243	61158290
ENSMUSG00000035936	Aldh5a1	protein_coding	13	25091562	25121644
ENSMUSG00000021238	Aldh6a1	protein_coding	12	84477491	84497778
ENSMUSG00000017390	Aldoc	protein_coding	11	78213794	78218607
ENSMUSG00000032059	Alg9	protein_coding	9	50686319	50754842
ENSMUSG00000079036	Alkbh1	protein_coding	12	87472610	87490787
ENSMUSG00000042650	Alkbh5	protein_coding	11	60427207	60449338
ENSMUSG00000000320	Alox12	protein_coding	11	70132283	70146179
ENSMUSG00000018907	Alox12e	protein_coding	11	70206436	70213454
ENSMUSG00000018924	Alox15	protein_coding	11	70234978	70242857
ENSMUSG00000020892	Aloxe3	protein_coding	11	69016722	69039941
ENSMUSG00000044037	Als2cl	protein_coding	9	110708938	110729598
ENSMUSG00000036602	Alx1	protein_coding	10	102834568	102866076
ENSMUSG00000025134	Alyref	protein_coding	11	120482947	120489191
ENSMUSG00000075232	Amd1	protein_coding	10	40163454	40178184
ENSMUSG00000063953	Amd2	protein_coding	10	35584671	35587888
ENSMUSG00000032593	Amigo3	protein_coding	9	107930358	107932900
ENSMUSG00000021278	Amn	protein_coding	12	111237529	111242860
ENSMUSG00000032531	Amotl2	protein_coding	9	102593871	102610617
ENSMUSG00000021314	Amph	protein_coding	13	19132375	19335091
ENSMUSG00000032607	Amt	protein_coding	9	108174052	108179501
ENSMUSG00000020610	Amz2	protein_coding	11	109316772	109343639
ENSMUSG00000025135	Anapc11	protein_coding	11	120489247	120499024
ENSMUSG00000035048	Anapc13	protein_coding	9	102503495	102511624
ENSMUSG00000020107	Anapc16	protein_coding	10	59823231	59838957
ENSMUSG00000021257	Angel1	protein_coding	12	86747276	86773234
ENSMUSG00000069601	Ank3	protein_coding	10	69234603	69863268
ENSMUSG00000020790	Ankfy1	protein_coding	11	72580832	72662972
ENSMUSG00000032257	Ankk1	protein_coding	9	49326494	49338321
ENSMUSG00000036188	Ankmy2	protein_coding	12	36207113	36247290
ENSMUSG00000021661	Ankra2	protein_coding	13	98399582	98411262
