ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000261366	MANEA-DT	lncRNA	6
ENSG00000185090	MANEAL	protein_coding	1
ENSG00000145050	MANF	protein_coding	3
ENSG00000111261	MANSC1	protein_coding	12
ENSG00000205693	MANSC4	protein_coding	12
ENSG00000189221	MAOA	protein_coding	X
ENSG00000069535	MAOB	protein_coding	X
ENSG00000212916	MAP10	protein_coding	1
ENSG00000166963	MAP1A	protein_coding	15
ENSG00000131711	MAP1B	protein_coding	5
ENSG00000101460	MAP1LC3A	protein_coding	20
ENSG00000140941	MAP1LC3B	protein_coding	16
ENSG00000258102	MAP1LC3B2	protein_coding	12
ENSG00000197769	MAP1LC3C	protein_coding	1
ENSG00000130479	MAP1S	protein_coding	19
ENSG00000078018	MAP2	protein_coding	2
ENSG00000169032	MAP2K1	protein_coding	15
ENSG00000126934	MAP2K2	protein_coding	19
ENSG00000034152	MAP2K3	protein_coding	17
ENSG00000065559	MAP2K4	protein_coding	17
ENSG00000137764	MAP2K5	protein_coding	15
ENSG00000108984	MAP2K6	protein_coding	17
ENSG00000076984	MAP2K7	protein_coding	19
ENSG00000095015	MAP3K1	protein_coding	5
ENSG00000130758	MAP3K10	protein_coding	19
ENSG00000173327	MAP3K11	protein_coding	11
ENSG00000139625	MAP3K12	protein_coding	12
ENSG00000073803	MAP3K13	protein_coding	3
ENSG00000006062	MAP3K14	protein_coding	17
ENSG00000267278	MAP3K14-AS1	lncRNA	17
ENSG00000180815	MAP3K15	protein_coding	X
ENSG00000176601	MAP3K19	protein_coding	2
ENSG00000169967	MAP3K2	protein_coding	2
ENSG00000236682	MAP3K2-DT	lncRNA	2
ENSG00000091436	MAP3K20	protein_coding	2
ENSG00000238133	MAP3K20-AS1	lncRNA	2
ENSG00000143674	MAP3K21	protein_coding	1
ENSG00000198909	MAP3K3	protein_coding	17
ENSG00000085511	MAP3K4	protein_coding	6
ENSG00000272841	MAP3K4-AS1	lncRNA	6
ENSG00000197442	MAP3K5	protein_coding	6
ENSG00000234263	MAP3K5-AS1	lncRNA	6
ENSG00000142733	MAP3K6	protein_coding	1
ENSG00000135341	MAP3K7	protein_coding	6
ENSG00000156265	MAP3K7CL	protein_coding	21
ENSG00000107968	MAP3K8	protein_coding	10
ENSG00000006432	MAP3K9	protein_coding	14
ENSG00000047849	MAP4	protein_coding	3
ENSG00000168067	MAP4K2	protein_coding	11
ENSG00000011566	MAP4K3	protein_coding	2
ENSG00000231312	MAP4K3-DT	lncRNA	2
ENSG00000071054	MAP4K4	protein_coding	2
ENSG00000012983	MAP4K5	protein_coding	14
ENSG00000171533	MAP6	protein_coding	11
ENSG00000180834	MAP6D1	protein_coding	3
ENSG00000135525	MAP7	protein_coding	6
ENSG00000116871	MAP7D1	protein_coding	1
ENSG00000184368	MAP7D2	protein_coding	X
ENSG00000129680	MAP7D3	protein_coding	X
ENSG00000164114	MAP9	protein_coding	4
ENSG00000109339	MAPK10	protein_coding	4
ENSG00000250062	MAPK10-AS1	lncRNA	4
ENSG00000156711	MAPK13	protein_coding	6
ENSG00000112062	MAPK14	protein_coding	6
ENSG00000181085	MAPK15	protein_coding	8
ENSG00000168175	MAPK1IP1L	protein_coding	14
ENSG00000102882	MAPK3	protein_coding	16
ENSG00000141639	MAPK4	protein_coding	18
ENSG00000069956	MAPK6	protein_coding	15
ENSG00000259438	MAPK6-DT	lncRNA	15
ENSG00000166484	MAPK7	protein_coding	17
ENSG00000107643	MAPK8	protein_coding	10
ENSG00000121653	MAPK8IP1	protein_coding	11
ENSG00000138834	MAPK8IP3	protein_coding	16
ENSG00000050748	MAPK9	protein_coding	5
ENSG00000119487	MAPKAP1	protein_coding	9
ENSG00000162889	MAPKAPK2	protein_coding	1
ENSG00000114738	MAPKAPK3	protein_coding	3
ENSG00000089022	MAPKAPK5	protein_coding	12
ENSG00000234608	MAPKAPK5-AS1	lncRNA	12
ENSG00000137802	MAPKBP1	protein_coding	15
ENSG00000101367	MAPRE1	protein_coding	20
ENSG00000166974	MAPRE2	protein_coding	18
ENSG00000084764	MAPRE3	protein_coding	2
ENSG00000264589	MAPT-AS1	lncRNA	17
ENSG00000145416	MARCHF1	protein_coding	4
ENSG00000173838	MARCHF10	protein_coding	17
ENSG00000265000	MARCHF10-DT	lncRNA	17
ENSG00000183654	MARCHF11	protein_coding	5
ENSG00000250981	MARCHF11-AS1	lncRNA	5
ENSG00000099785	MARCHF2	protein_coding	19
ENSG00000173926	MARCHF3	protein_coding	5
ENSG00000144583	MARCHF4	protein_coding	2
ENSG00000198060	MARCHF5	protein_coding	10
ENSG00000145495	MARCHF6	protein_coding	5
ENSG00000136536	MARCHF7	protein_coding	2
ENSG00000139266	MARCHF9	protein_coding	12
ENSG00000277443	MARCKS	protein_coding	6
ENSG00000175130	MARCKSL1	protein_coding	1
ENSG00000019169	MARCO	protein_coding	2
ENSG00000248109	MARCOL	protein_coding	5
ENSG00000166783	MARF1	protein_coding	16
ENSG00000116141	MARK1	protein_coding	1
ENSG00000072518	MARK2	protein_coding	11
ENSG00000075413	MARK3	protein_coding	14
ENSG00000007047	MARK4	protein_coding	19
ENSG00000166986	MARS1	protein_coding	12
ENSG00000247626	MARS2	protein_coding	2
ENSG00000155254	MARVELD1	protein_coding	10
ENSG00000152939	MARVELD2	protein_coding	5
ENSG00000140832	MARVELD3	protein_coding	16
ENSG00000130368	MAS1	protein_coding	6
ENSG00000127241	MASP1	protein_coding	3
ENSG00000009724	MASP2	protein_coding	1
ENSG00000105613	MAST1	protein_coding	19
ENSG00000086015	MAST2	protein_coding	1
ENSG00000099308	MAST3	protein_coding	19
ENSG00000069020	MAST4	protein_coding	5
ENSG00000229666	MAST4-AS1	lncRNA	5
ENSG00000120539	MASTL	protein_coding	10
ENSG00000151224	MAT1A	protein_coding	10
ENSG00000168906	MAT2A	protein_coding	2
ENSG00000038274	MAT2B	protein_coding	5
ENSG00000007264	MATK	protein_coding	19
ENSG00000162510	MATN1	protein_coding	1
ENSG00000186056	MATN1-AS1	lncRNA	1
ENSG00000132561	MATN2	protein_coding	8
ENSG00000132031	MATN3	protein_coding	2
ENSG00000124159	MATN4	protein_coding	20
ENSG00000015479	MATR3	protein_coding	5
ENSG00000129933	MAU2	protein_coding	19
ENSG00000088888	MAVS	protein_coding	20
ENSG00000125952	MAX	protein_coding	14
ENSG00000103495	MAZ	protein_coding	16
ENSG00000180611	MB21D2	protein_coding	3
ENSG00000141644	MBD1	protein_coding	18
ENSG00000134046	MBD2	protein_coding	18
ENSG00000071655	MBD3	protein_coding	19
ENSG00000170948	MBD3L1	protein_coding	19
ENSG00000230522	MBD3L2	protein_coding	19
ENSG00000196589	MBD3L2B	protein_coding	19
ENSG00000182315	MBD3L3	protein_coding	19
ENSG00000205718	MBD3L4	protein_coding	19
ENSG00000237247	MBD3L5	protein_coding	19
ENSG00000129071	MBD4	protein_coding	3
ENSG00000204406	MBD5	protein_coding	2
ENSG00000166987	MBD6	protein_coding	12
ENSG00000151332	MBIP	protein_coding	14
ENSG00000165471	MBL2	protein_coding	10
ENSG00000214309	MBLAC1	protein_coding	7
ENSG00000176055	MBLAC2	protein_coding	5
ENSG00000152601	MBNL1	protein_coding	3
ENSG00000229619	MBNL1-AS1	lncRNA	3
ENSG00000139793	MBNL2	protein_coding	13
ENSG00000076770	MBNL3	protein_coding	X
ENSG00000172197	MBOAT1	protein_coding	6
ENSG00000143797	MBOAT2	protein_coding	2
ENSG00000177669	MBOAT4	protein_coding	8
ENSG00000197971	MBP	protein_coding	18
ENSG00000011258	MBTD1	protein_coding	17
ENSG00000140943	MBTPS1	protein_coding	16
ENSG00000012174	MBTPS2	protein_coding	X
ENSG00000258839	MC1R	protein_coding	16
ENSG00000185231	MC2R	protein_coding	18
ENSG00000124089	MC3R	protein_coding	20
ENSG00000166603	MC4R	protein_coding	18
ENSG00000176136	MC5R	protein_coding	18
ENSG00000076706	MCAM	protein_coding	11
ENSG00000171444	MCC	protein_coding	5
ENSG00000078070	MCCC1	protein_coding	3
ENSG00000243368	MCCC1-AS1	lncRNA	3
ENSG00000131844	MCCC2	protein_coding	5
ENSG00000124370	MCEE	protein_coding	2
ENSG00000183019	MCEMP1	protein_coding	19
ENSG00000101977	MCF2	protein_coding	X
ENSG00000126217	MCF2L	protein_coding	13
ENSG00000235280	MCF2L-AS1	lncRNA	13
ENSG00000053524	MCF2L2	protein_coding	3
ENSG00000180398	MCFD2	protein_coding	2
ENSG00000152034	MCHR2	protein_coding	6
ENSG00000229315	MCHR2-AS1	lncRNA	6
ENSG00000234602	MCIDAS	protein_coding	5
ENSG00000143384	MCL1	protein_coding	1
ENSG00000065328	MCM10	protein_coding	10
ENSG00000073111	MCM2	protein_coding	3
ENSG00000112118	MCM3	protein_coding	6
ENSG00000160294	MCM3AP	protein_coding	21
ENSG00000215424	MCM3AP-AS1	lncRNA	21
ENSG00000104738	MCM4	protein_coding	8
ENSG00000076003	MCM6	protein_coding	2
ENSG00000166508	MCM7	protein_coding	7
ENSG00000125885	MCM8	protein_coding	20
ENSG00000278719	MCM8-AS1	lncRNA	20
ENSG00000111877	MCM9	protein_coding	6
ENSG00000197771	MCMBP	protein_coding	10
ENSG00000178460	MCMDC2	protein_coding	8
ENSG00000090674	MCOLN1	protein_coding	19
ENSG00000153898	MCOLN2	protein_coding	1
ENSG00000055732	MCOLN3	protein_coding	1
ENSG00000147316	MCPH1	protein_coding	8
ENSG00000172366	MCRIP2	protein_coding	16
ENSG00000187778	MCRS1	protein_coding	12
ENSG00000175471	MCTP1	protein_coding	5
ENSG00000249545	MCTP1-AS1	lncRNA	5
ENSG00000140563	MCTP2	protein_coding	15
ENSG00000232119	MCTS1	protein_coding	X
ENSG00000156026	MCU	protein_coding	10
ENSG00000005059	MCUB	protein_coding	4
ENSG00000050393	MCUR1	protein_coding	6
ENSG00000112559	MDFI	protein_coding	6
ENSG00000135272	MDFIC	protein_coding	7
ENSG00000242120	MDFIC2	protein_coding	3
ENSG00000112139	MDGA1	protein_coding	6
ENSG00000139915	MDGA2	protein_coding	14
ENSG00000014641	MDH1	protein_coding	2
ENSG00000138400	MDH1B	protein_coding	2
ENSG00000146701	MDH2	protein_coding	7
ENSG00000110492	MDK	protein_coding	11
ENSG00000111554	MDM1	protein_coding	12
ENSG00000135679	MDM2	protein_coding	12
ENSG00000198625	MDM4	protein_coding	1
ENSG00000197880	MDS2	lncRNA	1
ENSG00000065833	ME1	protein_coding	6
ENSG00000082212	ME2	protein_coding	18
ENSG00000151376	ME3	protein_coding	11
ENSG00000124733	MEA1	protein_coding	6
ENSG00000163875	MEAF6	protein_coding	1
ENSG00000140950	MEAK7	protein_coding	16
ENSG00000085276	MECOM	protein_coding	3
ENSG00000241479	MECOM-AS1	lncRNA	3
ENSG00000169057	MECP2	protein_coding	X
ENSG00000116353	MECR	protein_coding	1
ENSG00000125686	MED1	protein_coding	17
ENSG00000133398	MED10	protein_coding	5
ENSG00000161920	MED11	protein_coding	17
ENSG00000184634	MED12	protein_coding	X
ENSG00000144893	MED12L	protein_coding	3
ENSG00000108510	MED13	protein_coding	17
ENSG00000123066	MED13L	protein_coding	12
ENSG00000180182	MED14	protein_coding	X
ENSG00000234636	MED14OS	lncRNA	X
ENSG00000175221	MED16	protein_coding	19
ENSG00000042429	MED17	protein_coding	11
ENSG00000130772	MED18	protein_coding	1
ENSG00000156603	MED19	protein_coding	11
ENSG00000124641	MED20	protein_coding	6
ENSG00000152944	MED21	protein_coding	12
ENSG00000148297	MED22	protein_coding	9
ENSG00000112282	MED23	protein_coding	6
ENSG00000008838	MED24	protein_coding	17
ENSG00000104973	MED25	protein_coding	19
ENSG00000105085	MED26	protein_coding	19
ENSG00000160563	MED27	protein_coding	9
ENSG00000118579	MED28	protein_coding	4
ENSG00000063322	MED29	protein_coding	19
ENSG00000164758	MED30	protein_coding	8
ENSG00000108590	MED31	protein_coding	17
ENSG00000136146	MED4	protein_coding	13
ENSG00000229111	MED4-AS1	lncRNA	13
ENSG00000133997	MED6	protein_coding	14
ENSG00000155868	MED7	protein_coding	5
ENSG00000159479	MED8	protein_coding	1
ENSG00000229431	MED8-AS1	lncRNA	1
ENSG00000141026	MED9	protein_coding	17
ENSG00000102802	MEDAG	protein_coding	13
ENSG00000068305	MEF2A	protein_coding	15
ENSG00000213999	MEF2B	protein_coding	19
ENSG00000081189	MEF2C	protein_coding	5
ENSG00000248309	MEF2C-AS1	lncRNA	5
ENSG00000245864	MEF2C-AS2	lncRNA	5
ENSG00000116604	MEF2D	protein_coding	1
ENSG00000103313	MEFV	protein_coding	16
ENSG00000214548	MEG3	lncRNA	14
ENSG00000225746	MEG8	lncRNA	14
ENSG00000223403	MEG9	lncRNA	14
ENSG00000145794	MEGF10	protein_coding	5
ENSG00000157890	MEGF11	protein_coding	15
ENSG00000162591	MEGF6	protein_coding	1
ENSG00000105429	MEGF8	protein_coding	19
ENSG00000106780	MEGF9	protein_coding	9
ENSG00000269964	MEI4	protein_coding	6
ENSG00000197889	MEIG1	protein_coding	10
ENSG00000239642	MEIKIN	protein_coding	5
ENSG00000162039	MEIOB	protein_coding	16
ENSG00000180336	MEIOC	protein_coding	17
ENSG00000143995	MEIS1	protein_coding	2
ENSG00000230749	MEIS1-AS2	lncRNA	2
ENSG00000226819	MEIS1-AS3	lncRNA	2
ENSG00000134138	MEIS2	protein_coding	15
ENSG00000105419	MEIS3	protein_coding	19
ENSG00000165304	MELK	protein_coding	9
ENSG00000163975	MELTF	protein_coding	3
ENSG00000228109	MELTF-AS1	lncRNA	3
ENSG00000162959	MEMO1	protein_coding	2
ENSG00000133895	MEN1	protein_coding	11
ENSG00000005102	MEOX1	protein_coding	17
ENSG00000106511	MEOX2	protein_coding	7
ENSG00000112818	MEP1A	protein_coding	6
ENSG00000141434	MEP1B	protein_coding	18
ENSG00000146834	MEPCE	protein_coding	7
ENSG00000152595	MEPE	protein_coding	4
ENSG00000153208	MERTK	protein_coding	2
ENSG00000117899	MESD	protein_coding	15
ENSG00000166823	MESP1	protein_coding	15
ENSG00000188095	MESP2	protein_coding	15
ENSG00000106484	MEST	protein_coding	7
ENSG00000272701	MESTIT1	lncRNA	7
ENSG00000105976	MET	protein_coding	7
ENSG00000164024	METAP1	protein_coding	4
ENSG00000172878	METAP1D	protein_coding	2
ENSG00000111142	METAP2	protein_coding	12
ENSG00000103260	METRN	protein_coding	16
ENSG00000037897	METTL1	protein_coding	12
ENSG00000145388	METTL14	protein_coding	4
ENSG00000281731	METTL14-DT	lncRNA	4
ENSG00000169519	METTL15	protein_coding	11
ENSG00000127804	METTL16	protein_coding	17
ENSG00000165792	METTL17	protein_coding	14
ENSG00000171806	METTL18	protein_coding	1
ENSG00000144401	METTL21A	protein_coding	2
ENSG00000139780	METTL21C	protein_coding	13
ENSG00000067365	METTL22	protein_coding	16
ENSG00000181038	METTL23	protein_coding	17
ENSG00000053328	METTL24	protein_coding	6
ENSG00000127720	METTL25	protein_coding	12
ENSG00000130731	METTL26	protein_coding	16
ENSG00000165171	METTL27	protein_coding	7
ENSG00000087995	METTL2A	protein_coding	17
ENSG00000165055	METTL2B	protein_coding	7
ENSG00000165819	METTL3	protein_coding	14
ENSG00000101574	METTL4	protein_coding	18
ENSG00000138382	METTL5	protein_coding	2
ENSG00000206562	METTL6	protein_coding	3
ENSG00000185432	METTL7A	protein_coding	12
ENSG00000170439	METTL7B	protein_coding	12
ENSG00000123600	METTL8	protein_coding	2
ENSG00000197006	METTL9	protein_coding	16
ENSG00000254726	MEX3A	protein_coding	1
ENSG00000183496	MEX3B	protein_coding	15
ENSG00000176624	MEX3C	protein_coding	18
ENSG00000181588	MEX3D	protein_coding	19
ENSG00000140259	MFAP1	protein_coding	15
ENSG00000117122	MFAP2	protein_coding	1
ENSG00000037749	MFAP3	protein_coding	5
ENSG00000198948	MFAP3L	protein_coding	4
ENSG00000166482	MFAP4	protein_coding	17
ENSG00000197614	MFAP5	protein_coding	12
ENSG00000168958	MFF	protein_coding	2
ENSG00000236432	MFF-DT	lncRNA	2
ENSG00000140545	MFGE8	protein_coding	15
ENSG00000171109	MFN1	protein_coding	3
ENSG00000116688	MFN2	protein_coding	1
ENSG00000235718	MFRP	protein_coding	11
ENSG00000118855	MFSD1	protein_coding	3
ENSG00000109736	MFSD10	protein_coding	4
ENSG00000092931	MFSD11	protein_coding	17
ENSG00000161091	MFSD12	protein_coding	19
ENSG00000138111	MFSD13A	protein_coding	10
ENSG00000156875	MFSD14A	protein_coding	1
ENSG00000148110	MFSD14B	protein_coding	9
ENSG00000196312	MFSD14C	transcribed_unprocessed_pseudogene	9
ENSG00000168389	MFSD2A	protein_coding	1
ENSG00000205639	MFSD2B	protein_coding	2
ENSG00000167700	MFSD3	protein_coding	8
ENSG00000174514	MFSD4A	protein_coding	1
ENSG00000173214	MFSD4B	protein_coding	6
ENSG00000182544	MFSD5	protein_coding	12
ENSG00000151690	MFSD6	protein_coding	2
ENSG00000185156	MFSD6L	protein_coding	17
ENSG00000164073	MFSD8	protein_coding	4
ENSG00000135953	MFSD9	protein_coding	2
ENSG00000174197	MGA	protein_coding	15
ENSG00000257335	MGAM	protein_coding	7
ENSG00000257743	MGAM2	protein_coding	7
ENSG00000137463	MGARP	protein_coding	4
ENSG00000131446	MGAT1	protein_coding	5
ENSG00000168282	MGAT2	protein_coding	14
ENSG00000071073	MGAT4A	protein_coding	2
ENSG00000161013	MGAT4B	protein_coding	5
ENSG00000205301	MGAT4D	protein_coding	4
ENSG00000152127	MGAT5	protein_coding	2
ENSG00000167889	MGAT5B	protein_coding	17
ENSG00000074416	MGLL	protein_coding	3
ENSG00000125871	MGME1	protein_coding	20
ENSG00000170430	MGMT	protein_coding	10
ENSG00000111341	MGP	protein_coding	12
ENSG00000102858	MGRN1	protein_coding	16
ENSG00000008394	MGST1	protein_coding	12
ENSG00000085871	MGST2	protein_coding	4
ENSG00000143198	MGST3	protein_coding	1
ENSG00000232442	MHENCR	lncRNA	20
ENSG00000261857	MIA	protein_coding	19
ENSG00000268975	MIA-RAB4B	protein_coding	19
ENSG00000150527	MIA2	protein_coding	14
ENSG00000154305	MIA3	protein_coding	1
ENSG00000101752	MIB1	protein_coding	18
ENSG00000197530	MIB2	protein_coding	1
ENSG00000135596	MICAL1	protein_coding	6
ENSG00000133816	MICAL2	protein_coding	11
ENSG00000164877	MICALL2	protein_coding	7
ENSG00000173436	MICOS10	protein_coding	1
ENSG00000270136	MICOS10-NBL1	protein_coding	1
ENSG00000174917	MICOS13	protein_coding	19
ENSG00000107745	MICU1	protein_coding	10
ENSG00000165487	MICU2	protein_coding	13
ENSG00000155970	MICU3	protein_coding	8
ENSG00000101871	MID1	protein_coding	X
ENSG00000165175	MID1IP1	protein_coding	X
ENSG00000238123	MID1IP1-AS1	lncRNA	X
ENSG00000080561	MID2	protein_coding	X
ENSG00000156030	MIDEAS	protein_coding	14
ENSG00000167470	MIDN	protein_coding	19
ENSG00000177427	MIEF2	protein_coding	17
ENSG00000141741	MIEN1	protein_coding	17
ENSG00000198160	MIER1	protein_coding	1
ENSG00000105556	MIER2	protein_coding	19
ENSG00000155545	MIER3	protein_coding	5
ENSG00000125457	MIF4GD	protein_coding	17
ENSG00000180488	MIGA1	protein_coding	1
ENSG00000148343	MIGA2	protein_coding	9
ENSG00000116691	MIIP	protein_coding	1
ENSG00000271605	MILR1	protein_coding	17
ENSG00000268654	MIMT1	lncRNA	19
ENSG00000169330	MINAR1	protein_coding	15
ENSG00000186367	MINAR2	protein_coding	5
ENSG00000253716	MINCR	lncRNA	8
ENSG00000143409	MINDY1	protein_coding	1
ENSG00000128923	MINDY2	protein_coding	15
ENSG00000148481	MINDY3	protein_coding	10
ENSG00000106125	MINDY4	protein_coding	7
ENSG00000214237	MINDY4B	protein_coding	3
ENSG00000141503	MINK1	protein_coding	17
ENSG00000107789	MINPP1	protein_coding	10
ENSG00000164654	MIOS	protein_coding	7
ENSG00000135517	MIP	protein_coding	12
ENSG00000027001	MIPEP	protein_coding	13
ENSG00000151338	MIPOL1	protein_coding	14
ENSG00000174407	MIR1-1HG	lncRNA	20
ENSG00000174403	MIR1-1HG-AS1	lncRNA	20
ENSG00000267391	MIR122HG	lncRNA	18
ENSG00000253230	MIR124-1HG	lncRNA	8
ENSG00000254377	MIR124-2HG	lncRNA	8
ENSG00000243485	MIR1302-2HG	lncRNA	1
ENSG00000227518	MIR1302-9HG	lncRNA	9
ENSG00000265142	MIR133A1HG	lncRNA	18
ENSG00000225206	MIR137HG	lncRNA	1
ENSG00000234883	MIR155HG	lncRNA	21
ENSG00000229989	MIR181A1HG	lncRNA	1
ENSG00000224020	MIR181A2HG	lncRNA	9
ENSG00000204682	MIR1915HG	lncRNA	10
ENSG00000262454	MIR193BHG	lncRNA	16
ENSG00000229719	MIR194-2HG	lncRNA	11
ENSG00000257084	MIR200CHG	lncRNA	12
ENSG00000166917	MIR202HG	lncRNA	10
ENSG00000254349	MIR2052HG	lncRNA	8
ENSG00000247095	MIR210HG	lncRNA	11
ENSG00000267151	MIR2117HG	lncRNA	17
ENSG00000226702	MIR217HG	lncRNA	2
ENSG00000270069	MIR222HG	lncRNA	X
ENSG00000274536	MIR223HG	lncRNA	X
ENSG00000203709	MIR29B2CHG	lncRNA	1
ENSG00000249532	MIR302CHG	lncRNA	4
ENSG00000253522	MIR3142HG	lncRNA	5
ENSG00000245080	MIR3150BHG	lncRNA	8
ENSG00000228526	MIR34AHG	lncRNA	1
ENSG00000224592	MIR3659HG	lncRNA	1
ENSG00000234474	MIR3663HG	lncRNA	10
ENSG00000224184	MIR3681HG	lncRNA	2
ENSG00000264448	MIR378D2HG	lncRNA	8
ENSG00000258861	MIR381HG	lncRNA	14
ENSG00000251230	MIR3945HG	lncRNA	4
ENSG00000261738	MIR3976HG	lncRNA	18
ENSG00000233828	MIR4280HG	lncRNA	5
ENSG00000227555	MIR4290HG	lncRNA	9
ENSG00000245832	MIR4300HG	lncRNA	11
ENSG00000257612	MIR4307HG	lncRNA	14
ENSG00000231090	MIR4422HG	lncRNA	1
ENSG00000172965	MIR4435-2HG	lncRNA	2
ENSG00000247516	MIR4458HG	lncRNA	5
ENSG00000228824	MIR4500HG	lncRNA	13
ENSG00000267761	MIR4527HG	lncRNA	18
ENSG00000259240	MIR4713HG	lncRNA	15
ENSG00000267532	MIR497HG	lncRNA	17
ENSG00000223749	MIR503HG	lncRNA	X
ENSG00000283408	MIR548A1HG	lncRNA	6
ENSG00000224141	MIR548XHG	lncRNA	21
ENSG00000229401	MIR5689HG	lncRNA	6
ENSG00000250551	MIR583HG	lncRNA	5
ENSG00000228340	MIR646HG	lncRNA	20
ENSG00000235661	MIR670HG	lncRNA	11
ENSG00000176840	MIR7-3HG	lncRNA	19
ENSG00000236172	MIR7515HG	lncRNA	2
ENSG00000260083	MIR762HG	lncRNA	16
ENSG00000125462	MIR9-1HG	lncRNA	1
ENSG00000255571	MIR9-3HG	lncRNA	15
ENSG00000267374	MIR924HG	lncRNA	18
ENSG00000215386	MIR99AHG	lncRNA	21
ENSG00000269929	MIRLET7A1HG	lncRNA	9
ENSG00000167842	MIS12	protein_coding	17
ENSG00000159055	MIS18A	protein_coding	21
ENSG00000227256	MIS18A-AS1	lncRNA	21
ENSG00000129534	MIS18BP1	protein_coding	14
ENSG00000099812	MISP	protein_coding	19
ENSG00000158411	MITD1	protein_coding	2
ENSG00000187098	MITF	protein_coding	3
ENSG00000185155	MIXL1	protein_coding	1
ENSG00000148773	MKI67	protein_coding	10
ENSG00000125863	MKKS	protein_coding	20
ENSG00000128585	MKLN1	protein_coding	7
ENSG00000079277	MKNK1	protein_coding	1
ENSG00000269956	MKNK1-AS1	lncRNA	1
ENSG00000099875	MKNK2	protein_coding	19
ENSG00000133606	MKRN1	protein_coding	7
ENSG00000075975	MKRN2	protein_coding	3
ENSG00000225526	MKRN2OS	protein_coding	3
ENSG00000179455	MKRN3	protein_coding	15
ENSG00000011143	MKS1	protein_coding	17
ENSG00000150051	MKX	protein_coding	10
ENSG00000230500	MKX-AS1	lncRNA	10
ENSG00000120215	MLANA	protein_coding	9
ENSG00000110917	MLEC	protein_coding	12
ENSG00000178053	MLF1	protein_coding	3
ENSG00000089693	MLF2	protein_coding	12
ENSG00000076242	MLH1	protein_coding	3
ENSG00000119684	MLH3	protein_coding	14
ENSG00000146147	MLIP	protein_coding	6
ENSG00000235050	MLIP-AS1	lncRNA	6
ENSG00000168404	MLKL	protein_coding	16
ENSG00000130382	MLLT1	protein_coding	19
ENSG00000078403	MLLT10	protein_coding	10
ENSG00000213190	MLLT11	protein_coding	1
ENSG00000171843	MLLT3	protein_coding	9
ENSG00000096395	MLN	protein_coding	6
ENSG00000102539	MLNR	protein_coding	13
ENSG00000115648	MLPH	protein_coding	2
ENSG00000167965	MLST8	protein_coding	16
ENSG00000108788	MLX	protein_coding	17
ENSG00000175727	MLXIP	protein_coding	12
ENSG00000009950	MLXIPL	protein_coding	7
ENSG00000103150	MLYCD	protein_coding	16
ENSG00000151611	MMAA	protein_coding	4
ENSG00000139428	MMAB	protein_coding	12
ENSG00000132763	MMACHC	protein_coding	1
ENSG00000168288	MMADHC	protein_coding	2
ENSG00000231969	MMADHC-DT	lncRNA	2
ENSG00000108960	MMD	protein_coding	17
ENSG00000136297	MMD2	protein_coding	7
ENSG00000196549	MME	protein_coding	3
ENSG00000240666	MME-AS1	lncRNA	3
ENSG00000142606	MMEL1	protein_coding	1
ENSG00000169446	MMGT1	protein_coding	X
ENSG00000196611	MMP1	protein_coding	11
ENSG00000166670	MMP10	protein_coding	11
ENSG00000262406	MMP12	protein_coding	11
ENSG00000137745	MMP13	protein_coding	11
ENSG00000157227	MMP14	protein_coding	14
ENSG00000102996	MMP15	protein_coding	16
ENSG00000156103	MMP16	protein_coding	8
ENSG00000198598	MMP17	protein_coding	12
ENSG00000123342	MMP19	protein_coding	12
ENSG00000087245	MMP2	protein_coding	16
ENSG00000260135	MMP2-AS1	lncRNA	16
ENSG00000137674	MMP20	protein_coding	11
ENSG00000154485	MMP21	protein_coding	10
ENSG00000189409	MMP23B	protein_coding	1
ENSG00000125966	MMP24	protein_coding	20
ENSG00000126005	MMP24OS	protein_coding	20
ENSG00000008516	MMP25	protein_coding	16
ENSG00000261971	MMP25-AS1	lncRNA	16
ENSG00000167346	MMP26	protein_coding	11
ENSG00000137675	MMP27	protein_coding	11
ENSG00000271447	MMP28	protein_coding	17
ENSG00000149968	MMP3	protein_coding	11
ENSG00000137673	MMP7	protein_coding	11
ENSG00000118113	MMP8	protein_coding	11
ENSG00000100985	MMP9	protein_coding	20
ENSG00000138722	MMRN1	protein_coding	4
ENSG00000173269	MMRN2	protein_coding	10
ENSG00000155229	MMS19	protein_coding	10
ENSG00000146263	MMS22L	protein_coding	6
ENSG00000146085	MMUT	protein_coding	6
ENSG00000020426	MNAT1	protein_coding	14
ENSG00000121211	MND1	protein_coding	4
ENSG00000163563	MNDA	protein_coding	1
ENSG00000138587	MNS1	protein_coding	15
ENSG00000070444	MNT	protein_coding	17
ENSG00000130675	MNX1	protein_coding	7
ENSG00000243479	MNX1-AS1	lncRNA	7
ENSG00000235029	MNX1-AS2	lncRNA	7
ENSG00000114978	MOB1A	protein_coding	2
ENSG00000173542	MOB1B	protein_coding	4
ENSG00000182208	MOB2	protein_coding	11
ENSG00000172081	MOB3A	protein_coding	19
ENSG00000120162	MOB3B	protein_coding	9
ENSG00000142961	MOB3C	protein_coding	1
ENSG00000115540	MOB4	protein_coding	2
ENSG00000168314	MOBP	protein_coding	3
ENSG00000075643	MOCOS	protein_coding	18
ENSG00000124615	MOCS1	protein_coding	6
ENSG00000164172	MOCS2	protein_coding	5
